Region,Zone,Woreda,Period,BCG Distributed,BCG Administered,IPV Distributed,IPV Administered,Measles Distributed,Measles Administered,Penta Distributed,Penta Administered,Rota Distributed,Rota Administered
Addis Ababa,Addis Ketema Sub City,Abebe Bikila Health Center,2016,1280,728,910,726,1600,4577,2919,2256,1754,1516
Addis Ababa,Addis Ketema Sub City,Abisiniya Health center,2016,1380,343,645,456,510,845,1571,1370,979,926
Addis Ababa,Addis Ketema Sub City,Addis Ketema Health Center,2016,2260,994,1390,1255,2800,2243,4235,3791,2394,2536
Addis Ababa,Addis Ketema Sub City,Ginbot 20 Health center,2016,820,228,695,298,790,729,931,943,645,645
Addis Ababa,Addis Ketema Sub City,Kuas Meda Health Center,2016,980,605,985,728,1250,1426,1894,2195,1199,1467
Addis Ababa,Addis Ketema Sub City,Addis Rae Health center,2016,500,321,310,338,720,691,948,1049,513,711
Addis Ababa,Addis Ketema Sub City,Ethiotebib General Hospital,2016,2480,1915,1080,1261,2090,5123,3936,4184,2411,2723
Addis Ababa,Addis Ketema Sub City,Felege Mels Health center,2016,2240,859,1680,900,2580,1819,3289,2698,2000,1798
Addis Ababa,Addis Ketema Sub City,Kolfe Health Center,2016,5960,3338,3195,2705,9000,5397,9891,8070,5573,5365
Addis Ababa,Addis Ketema Sub City,Lomi Meda Health Center,2016,2300,1789,1875,1979,4820,3869,7029,5905,3659,3923
Addis Ababa,Addis Ketema Sub City,MikililandHealth Center,2016,6200,3128,3885,3944,8890,7807,12966,11544,6741,7525
Addis Ababa,Addis Ketema Sub City,Millinium Health center,2016,480,303,465,460,480,1009,1082,1302,682,834
Addis Ababa,Addis Ketema Sub City,Woreda 10 Health Center,2016,340,161,215,228,150,333,339,642,218,414
Addis Ababa,Addis Ketema Sub City,Woreda 11 Philipos Health Center,2016,2300,1179,1695,1382,3940,2668,4634,4118,2763,2750
Addis Ababa,Addis Ketema Sub City,Woreda 3 Health Center,2016,680,386,405,540,850,1172,1862,1710,862,1123
Addis Ababa,Akaki Kality Sub City,Akaki Health Center,2016,5660,2839,5290,2656,7140,3652,10638,7952,6011,5289
Addis Ababa,Akaki Kality Sub City,Gelan Health Center,2016,4760,2452,5655,3171,8050,5297,10744,8768,4456,5639
Addis Ababa,Akaki Kality Sub City,Gelan Gura Health center,2016,760,334,1445,484,1910,696,2197,1412,1353,936
Addis Ababa,Akaki Kality Sub City,Kality Health Center,2016,3160,1172,4310,1723,5060,3400,6782,4996,3905,3260
Addis Ababa,Akaki Kality Sub City,Saris_PHCU,2016,3380,915,2910,1526,3920,2687,6051,4462,3896,2922
Addis Ababa,Akaki Kality Sub City,Selam Frea Health Center,2016,1100,542,1350,828,2070,1491,2802,2367,1693,1539
Addis Ababa,Akaki Kality Sub City,Sertie Health Center,2016,3680,1326,2060,1510,3000,2713,5147,4558,2885,2996
Addis Ababa,Arada Sub City,Abuare Health Center,2016,820,225,690,334,520,808,1429,1084,931,730
Addis Ababa,Arada Sub City,Arada Health Center_Closed,2016,1240,160,545,175,200,386,1604,525,975,349
Addis Ababa,Arada Sub City,Bashawolid health center,2016,360,62,140,159,3500,293,293,357,196,225
Addis Ababa,Arada Sub City,Janmeda Health Center,2016,6860,2784,2460,1841,2180,3688,7127,6040,4625,4186
Addis Ababa,Arada Sub City,Kebena Health Center,2016,2820,1114,1805,750,100,1660,3502,2316,1977,1449
Addis Ababa,Arada Sub City,Semen Health Center,2016,2680,1236,2175,1254,660,2251,4565,3763,2681,2509
Addis Ababa,Bole Sub City,Bole 17 Health Center,2016,960,993,750,1036,1210,2057,2574,3371,1616,2225
Addis Ababa,Bole Sub City,Bole 17/20 Health Center,2016,720,520,810,779,1330,1339,2256,2461,1467,1676
Addis Ababa,Bole Sub City,Bulbula Health Center,2016,2300,1805,2105,2404,3910,4459,6257,8079,3950,5441
Addis Ababa,Bole Sub City,Bole Sub City Health Office,2016,13960,9290,9565,5308,12270,9008,22493,16742,15799,11210
Addis Ababa,Bole Sub City,Dil Fere Health Center,2016,1540,1415,1675,1760,2120,2755,4280,5249,2692,3462
Addis Ababa,Bole Sub City,Gerji Health Center,2016,1460,1206,1550,1804,2620,3026,4298,5275,2621,3446
Addis Ababa,Bole Sub City,Yekatit 12 General Hospital Medical College,2016,9920,8864,115,164,300,158,776,545,601,369
Addis Ababa,Gulele Sub City,Addis Hiwot health Center,2016,760,433,470,613,100,1228,1410,1796,880,1181
Addis Ababa,Gulele Sub City,Addisu Gebaya Health Center,2016,1080,711,975,1002,2060,2368,2719,3185,1807,2009
Addis Ababa,Gulele Sub City,Entoto Fana Health Center,2016,920,810,1030,1226,1970,2484,2982,3668,1831,2428
Addis Ababa,Gulele Sub City,Hidasie Health Henter,2016,660,741,780,1049,270,2072,2164,2845,1257,1869
Addis Ababa,Gulele Sub City,Maychew Health Center,2016,1680,748,720,827,220,1549,2012,2486,1245,1625
Addis Ababa,Gulele Sub City,Selam Health Center,2016,880,652,705,776,1140,1579,1984,2452,1279,1629
Addis Ababa,Gulele Sub City,Shegole Health Center,2016,480,604,725,974,1100,1674,2426,2843,1364,1875
Addis Ababa,Gulele Sub City,Shiromeda Health Center,2016,400,297,365,369,740,908,1025,1137,672,756
Addis Ababa,Gulele Sub City,Tibeb Bekechene Health Center,2016,1240,554,815,763,1370,1502,2006,2284,1247,1491
Addis Ababa,Hospital,Tirunesh Beijing Hospital,2016,4020,3429,1460,688,2450,1044,3070,2155,1996,1467
Addis Ababa,Hospital,Ras Desta Damitew General Hospital,2016,2600,2294,140,137,160,226,571,480,283,329
Addis Ababa,Hospital,Gandhi MCH Speciality Center,2016,7620,4418,485,94,470,186,286,300,191,206
Addis Ababa,Hospital,Zewditu Memorial General Hospital,2016,6060,5142,270,169,490,295,576,502,339,356
Addis Ababa,Hospital,ALERT General Hospital,2016,6320,4109,525,0,970,0,984,0,328,0
Addis Ababa,Hospital,Eka Kotebe General Hospital,2016,4460,81,220,0,710,0,883,0,574,0
Addis Ababa,Hospital,Dagmawi Minilik Comprehensive Specialized Hospital,2016,1460,1350,60,107,130,132,277,405,188,297
Addis Ababa,Kirkos Sub City,Betsegah Maternal and Child Health Specialty center,2016,1600,1468,1025,848,1470,1414,2672,2980,1806,2062
Addis Ababa,Kirkos Sub City,Efoyita Health Center,2016,340,209,440,380,830,912,953,1203,560,781
Addis Ababa,Kirkos Sub City,Felegehiwot Health Center,2016,300,100,375,208,1140,331,537,610,302,395
Addis Ababa,Kirkos Sub City,Feresmeda Health Center,2016,1460,285,465,604,1380,1293,1853,1712,1204,1088
Addis Ababa,Kirkos Sub City,Goteramasalecha Health Center,2016,5660,244,1175,410,2100,991,3151,1159,2242,749
Addis Ababa,Kirkos Sub City,Hiwotamba Health Center,2016,840,407,765,588,1410,1261,1547,1773,960,1172
Addis Ababa,Kirkos Sub City,Kazanchise_PHCU,2016,1900,995,2165,821,3430,1800,4381,2521,3915,1676
Addis Ababa,Kirkos Sub City,Kirkos Health Center,2016,1600,509,1400,567,2140,1130,2880,1772,1796,1172
Addis Ababa,Kirkos Sub City,Maristopes Maternal And Child Health Specialty Center,2016,1680,2984,955,2133,1160,3514,3031,6740,1049,4541
Addis Ababa,Kirkos Sub City,Mesholekiya Health Center,2016,2300,1424,1585,920,960,1605,3273,2929,2094,1994
Addis Ababa,Kolfe Subcity,Alembank Health Center,2016,7480,4878,6630,5133,10090,10226,14167,15497,9216,10364
Addis Ababa,Kolfe Subcity,Keranyo Health Center,2016,2980,2072,2345,2816,5160,5280,7864,8547,4902,5730
Addis Ababa,Kolfe Subcity,Woreda 06 Health Center,2016,4300,2283,3570,2395,1670,4952,8378,8014,5015,5328
Addis Ababa,Kolfe Subcity,Woreda 01Health Center,2016,4140,4034,2415,4486,3640,7444,7309,13232,4140,8398
Addis Ababa,Kolfe Subcity,Woreda 09 Health Center,2016,2240,1630,1555,1715,1690,2951,4104,5106,2283,3395
Addis Ababa,Kolfe Subcity,Woreda 03 Health Center,2016,5960,5172,5225,5775,8670,12207,14539,16918,8842,10905
Addis Ababa,Lemi Kura Sub City,Amoraw Memmorial Health Center,2016,2600,2099,1975,3288,3230,6265,7700,9487,5172,6161
Addis Ababa,Lemi Kura Sub City,Arabsa Health Center,2016,1140,1181,3955,2515,2300,4435,6024,7430,4150,5016
Addis Ababa,Lemi Kura Sub City,Goro Health Center,2016,2620,2243,2580,2431,3370,4838,7154,8348,5210,5842
Addis Ababa,Lemi Kura Sub City,Woreda 2 Health Center,2016,2340,1793,1680,1907,2770,4607,6572,7481,4165,4974
Addis Ababa,Lemi Kura Sub City,Woreda 14 Hedase Health Center,2016,3040,2374,2325,2915,3780,5223,7501,8834,5157,5927
Addis Ababa,Lemi Kura Sub City,Meri Health Center,2016,1180,920,1625,1806,2770,3872,5037,5758,3254,3704
Addis Ababa,Lemi Kura Sub City,Raey Health Center,2016,1800,1504,1460,1970,2070,3595,4575,5991,3571,3960
Addis Ababa,Lemi Kura Sub City,Samit_PHCU,2016,1140,1056,1445,2027,1780,3341,4823,6137,3490,4176
Addis Ababa,Lemi Kura Sub City,Abado Health Center,2016,2100,1478,2380,2272,3180,3923,5277,6899,3778,4557
Addis Ababa,Lideta Sub City,Abnet Health center,2016,2160,1067,420,733,1330,1206,2237,2387,1131,1654
Addis Ababa,Lideta Sub City,W/ro Beletshachew Health Center,2016,940,402,900,594,1220,1405,2045,1851,1329,1215
Addis Ababa,Lideta Sub City,General Jagema Kelo memorial health center,2016,1840,1286,1180,1412,3360,2664,4274,4200,2506,2706
Addis Ababa,Lideta Sub City,Hidase Fire Health Center,2016,340,150,360,235,270,541,953,725,544,476
Addis Ababa,Nifas Silk Lafto Sub City,Woreda 01 Health Center,2016,4760,2314,3710,3103,6110,5618,9048,9167,5431,6071
Addis Ababa,Nifas Silk Lafto Sub City,weroda 10 Health Center,2016,1300,619,1235,853,2070,1660,2822,2596,2179,1709
Addis Ababa,Nifas Silk Lafto Sub City,Weroda 11 Health Center,2016,5240,2452,4240,3162,6780,6019,10116,9250,5713,6109
Addis Ababa,Nifas Silk Lafto Sub City,Weroda 12 Health Center,2016,4240,2019,5720,3093,9070,5935,10019,9019,5076,5926
Addis Ababa,Nifas Silk Lafto Sub City,Weroda 2 Health Center,2016,6260,6321,5405,6518,10460,10915,14356,19208,8653,12688
Addis Ababa,Nifas Silk Lafto Sub City,wereda 6 Health center,2016,3080,1676,2660,1643,4380,2998,5791,4702,3325,2955
Addis Ababa,Nifas Silk Lafto Sub City,woreda 9 Health Center,2016,1400,1272,1920,1368,2850,2502,4167,4018,2482,2651
Addis Ababa,Nifas Silk Lafto Sub City,Woreda 5 Health Center,2016,1420,735,1730,1099,2720,2181,3355,3251,1581,2153
Addis Ababa,Yeka Sub City,Chefe Health Center,2016,2060,1207,1300,1171,1440,1706,3210,3465,2158,2307
Addis Ababa,Yeka Sub City,Entoto No.1 Health Center,2016,520,146,215,239,680,600,781,719,530,471
Addis Ababa,Yeka Sub City,Entoto No.2 Health Center,2016,2240,1581,1585,1813,1310,3208,4206,5396,3126,3583
Addis Ababa,Yeka Sub City,Korea Zemachoch Metasebiya Health Center,2016,600,149,235,246,10,571,599,697,372,452
Addis Ababa,Yeka Sub City,Kotebe 02 Health Center,2016,2800,2187,3150,2380,3830,4197,5888,7185,4077,4709
Addis Ababa,Yeka Sub City,Yeka Health Center,2016,640,852,1140,1142,1840,2131,2408,3281,1695,2149
Addis Ababa,Yeka Sub City,Ferensay Around_PHCU,2016,500,442,625,742,690,1502,1658,2197,1093,1450
Addis Ababa,Yeka Sub City,Wereda 10 Health Center,2016,1360,870,1330,1259,2250,2500,3070,3879,2177,2549
Addis Ababa,Yeka Sub City,Werda12 Health center,2016,1900,1784,2500,2121,2600,3815,5044,6314,3530,4178
Addis Ababa,Yeka Sub City,Wereda 07 Health Center,2016,1000,820,610,581,430,961,1418,1701,920,1128
Afar,Zone-1,Adaar,2016,2020,1132,2450,1576,6170,2560,2870,4492,2090,3013
Afar,Zone-1,Afambo,2016,680,987,1065,1279,1980,2222,1055,3406,781,2115
Afar,Zone-1,Aysita,2016,4360,2844,2710,3304,7450,5157,6158,9413,4253,6188
Afar,Zone-1,Chifra,2016,3380,3231,4310,4700,9740,7415,6664,11672,4447,7436
Afar,Zone-1,Dubti,2016,4260,2580,3580,3230,6970,4918,5510,8114,3553,5317
Afar,Zone-1,Elidar,2016,3200,1508,2925,2454,7640,3713,4069,5762,2934,3586
Afar,Zone-1,Kori,2016,1960,1275,1855,2044,3860,3013,2574,4612,1827,2878
Afar,Zone-1,Mille,2016,4100,4066,3790,5608,6900,8606,7296,14084,4638,9072
Afar,Zone-1,Semera,2016,1720,2172,1065,2751,2050,3997,1719,7152,1220,4394
Afar,Zone-2,Aba'ala,2016,7440,1796,4510,2595,9330,2936,7990,7118,6180,4669
Afar,Zone-2,Afdera,2016,1320,1102,1950,1661,3200,2753,2058,3936,1518,2536
Afar,Zone-2,Berahle,2016,6280,2701,6565,4061,13190,6283,8596,10721,5864,7259
Afar,Zone-2,Bidu,2016,1580,806,2105,1456,5160,2407,1891,4748,1831,2698
Afar,Zone-2,Dalol,2016,5620,1488,3200,2447,12340,4337,8755,5880,4942,3870
Afar,Zone-2,Erabti,2016,2900,551,1870,1103,4740,1468,2322,2341,1262,1393
Afar,Zone-2,Kunoba,2016,4260,1665,2995,1492,8620,3799,5164,7539,3676,4983
Afar,Zone-2,Megale,2016,2660,1215,2640,1956,5510,2682,4957,5087,3159,3468
Afar,Zone-3,Amibara,2016,5340,1815,3490,1988,9780,3408,7295,5611,4733,3713
Afar,Zone-3,Argoba Liyu,2016,1220,591,1025,708,2460,1235,1619,2058,867,1338
Afar,Zone-3,Awash Fenteale,2016,1500,744,1025,964,1490,1443,1206,2523,712,1621
Afar,Zone-3,Awash Town,2016,1340,1120,680,1136,2010,2255,2685,3323,1607,2230
Afar,Zone-3,Buremedaytu,2016,2460,513,2450,286,8490,1600,3444,2005,2510,1288
Afar,Zone-3,Dulecha,2016,1020,604,700,799,1640,1512,1619,2591,1332,1675
Afar,Zone-3,Gewane,2016,2040,745,2455,808,5230,1040,3062,2183,2138,1433
Afar,Zone-4,Awura,2016,1200,880,1305,1445,2880,2251,1937,3750,1448,2434
Afar,Zone-4,Ewa,2016,1820,1729,1910,2130,4230,3641,2575,5639,1639,3476
Afar,Zone-4,Gulina,2016,2580,1923,2700,2272,5850,3479,4015,6224,2703,3932
Afar,Zone-4,Teru,2016,1220,927,1900,1400,4370,2153,3032,4158,1052,2864
Afar,Zone-4,Yallo,2016,2220,1363,2200,2079,6020,3444,4680,5410,2657,3379
Afar,Zone-5,Dalifaghe,2016,680,1355,915,1634,3480,2803,1150,4451,1024,2895
Afar,Zone-5,Dewe,2016,4500,22966,3515,1793,6860,2623,4089,4405,2745,2915
Afar,Zone-5,Hadeleala,2016,1860,14618,1870,1568,4360,2609,3197,3890,2193,2440
Afar,Zone-5,Semirobi,2016,1340,11708,1590,1041,3630,1980,2683,3125,1581,2200
Afar,Zone-5,Telalak,2016,2200,13545,1530,1445,4210,2539,2810,3694,1749,2297
Afar,Zone-6,Gereni,2016,900,592,1455,803,2960,1174,1828,2208,1428,1381
Amhara,Awi,Ankasha Guagusa,2016,10060,2169,6295,2227,13690,3848,12870,6564,7571,2227
Amhara,Awi,Ayehu Guagusa,2016,5320,2802,7065,3483,8300,5406,5971,8756,4071,3483
Amhara,Awi,Banja,2016,5500,2417,3520,2513,6600,4784,8314,7271,4562,2513
Amhara,Awi,Chagni Town,2016,4100,2679,3625,2651,6210,4840,8098,7526,4327,2651
Amhara,Awi,Dangla Town,2016,4560,1958,2050,1906,4450,3344,6602,5669,3983,1906
Amhara,Awi,Dangla Zuria,2016,6780,2398,4545,2494,7170,4552,8313,7541,5880,2494
Amhara,Awi,Fagitalekoma,2016,10680,4174,6325,4226,11870,7966,14167,12645,8300,4226
Amhara,Awi,Guagusa Shikuda,2016,6840,2063,4360,2349,9050,3584,8344,6961,5387,2349
Amhara,Awi,Guangua,2016,8580,3196,5805,3232,10280,6129,12076,9502,6780,3232
Amhara,Awi,Injibara Town,2016,7520,4008,5940,3191,2680,6214,10732,9414,5463,3191
Amhara,Awi,Jawi,2016,11460,4801,9110,6574,5530,9454,17244,16668,9794,6574
Amhara,Awi,Zigem,2016,7900,2921,5645,3419,11050,6433,12021,9311,7483,3419
Amhara,Bahir Dar Town,Bahir Dar Town,2016,41220,24803,25415,21695,49680,36636,70320,63530,39583,21695
Amhara,Central Gondar,Alefa,2016,10320,7105,7790,8077,19150,14367,17407,22345,11280,8077
Amhara,Central Gondar,Cetral Armachiho,2016,5240,2102,3255,2199,6140,3513,8310,5909,4894,2199
Amhara,Central Gondar,Chilga,2016,7620,4950,6200,5680,12840,9881,14111,15331,8764,5680
Amhara,Central Gondar,East Belesa,2016,8480,4731,6170,5488,14600,9407,13413,13685,8723,5488
Amhara,Central Gondar,East Dembia,2016,11280,7430,8165,7340,91420,15349,20079,21682,13094,7340
Amhara,Central Gondar,Gondar Zuriya,2016,7840,6257,6395,6386,17840,11530,13950,19222,9557,6386
Amhara,Central Gondar,Kinfaze Begela,2016,4940,2912,3200,3264,34550,10573,8038,8289,5141,3264
Amhara,Central Gondar,Lay Armacho,2016,6060,3007,4795,3352,11410,6563,10484,9559,6470,3352
Amhara,Central Gondar,Nebaru Chilga,2016,3380,2037,3000,2127,7000,4023,6919,6375,4362,2127
Amhara,Central Gondar,Tach Armacho,2016,6880,4935,5120,4954,53700,14071,12021,14482,7267,4954
Amhara,Central Gondar,Takusa,2016,8460,6183,7035,8481,16800,12529,15853,21556,10235,8481
Amhara,Central Gondar,Tegede,2016,6080,3296,4640,4539,13160,6951,10680,14042,6593,4539
Amhara,Central Gondar,West Belesa,2016,10220,5971,7170,7204,15420,11936,16947,19059,10758,7204
Amhara,Central Gondar,West Dembia,2016,5240,3036,4310,3523,11380,6169,10346,9663,6910,3523
Amhara,Central Gondar,Wogera,2016,15020,8238,9755,8583,24000,15504,22903,24646,15039,8583
Amhara,Debrebirhan Town,Debrebirhan Town,2016,10740,9053,5845,7246,11750,13198,16625,22059,9332,7246
Amhara,Debremarkos Town,Debremarkos Town,2016,11980,7973,7625,5184,12780,8880,16521,15064,10190,5184
Amhara,Debretabor Town,Debretabor Town,2016,12980,6895,5800,4010,3760,7614,16914,11781,10669,4010
Amhara,Dessie Town,Dessie Town Zone,2016,18840,9243,20690,8852,38000,16241,39511,27074,25507,8852
Amhara,East Gojjam,Aneded,2016,4880,2293,3025,2367,5810,4483,5639,7043,3635,2367
Amhara,East Gojjam,Awabel,2016,7980,3620,3050,5227,10430,8469,7385,15379,4922,5227
Amhara,East Gojjam,Basoliben,2016,7520,3129,3985,3338,9120,5110,8556,10323,5397,3338
Amhara,East Gojjam,Bibugne,2016,5740,3522,3420,3260,7240,6227,6205,9854,3571,3260
Amhara,East Gojjam,Debaytilatgin,2016,4960,3086,4710,3697,9840,6605,8247,11259,5406,3697
Amhara,East Gojjam,Debre Elias Worda,2016,5220,2235,3375,2585,8470,3944,6144,7154,4081,2585
Amhara,East Gojjam,Dejen,2016,7540,3583,3820,4087,8350,7762,9037,12353,5376,4087
Amhara,East Gojjam,Enarje Enawga,2016,10880,7660,7285,7896,12780,14522,11887,23748,6863,7896
Amhara,East Gojjam,Enebse Sar Mider,2016,8820,5783,5440,5449,11580,10028,9027,17591,5210,5449
Amhara,East Gojjam,Enemay,2016,8040,6683,4925,6800,9510,12262,11258,20146,7633,6800
Amhara,East Gojjam,Goncha WorHO,2016,6320,7026,4655,7525,9710,13714,9167,21775,5904,7525
Amhara,East Gojjam,Gozamin,2016,8520,3829,3270,3756,6450,6598,9273,11474,5897,3756
Amhara,East Gojjam,Hulet Eju Nese WorHO,2016,8880,4726,5835,5112,12120,8572,11209,15140,7298,5112
Amhara,East Gojjam,Machakel,2016,7140,2111,4310,1957,11850,3122,8559,6175,5694,1957
Amhara,East Gojjam,Motta town,2016,4860,2428,4075,1984,4810,3655,7832,6303,4564,1984
Amhara,East Gojjam,Sedie,2016,5520,2794,3365,3514,8080,5586,7594,9511,4309,3514
Amhara,East Gojjam,Shebel Berenta,2016,6460,4781,3980,4939,9420,9028,7193,14459,5399,4939
Amhara,East Gojjam,Sinan,2016,5420,3647,2265,3624,5060,7156,6027,10883,3600,3624
Amhara,Gondar Town,Gondar Town,2016,26400,15593,16900,13900,29190,24289,47164,42056,30431,13900
Amhara,Kombolcha Town,Kombolcha Town,2016,8740,6138,8405,6259,16780,11634,18391,18133,11384,6259
Amhara,North Gojjam,Bahir Dar Zuria,2016,11240,7512,8435,7284,17940,13770,17427,21858,10176,7284
Amhara,North Gojjam,Gonji Kollela,2016,5720,2405,4025,2535,9700,5831,7539,7834,5295,2535
Amhara,North Gojjam,North Achefer,2016,14040,7030,6160,6820,13290,12336,16617,20962,10037,6820
Amhara,North Gojjam,North Mecha,2016,17380,9947,8880,9421,19130,17935,24751,28367,14066,9421
